time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-09T03:29:34.289Z,66.273,-157.3205,2.6,1.1,ml,,,,0.69,ak,ak0195xeacxg,2019-05-09T03:33:53.597Z,"73km SSW of Kobuk, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-09T03:25:26.470Z,39.4098333,-110.3126667,-1.34,1.3,ml,7,196,0.0172,0.07,uu,uu60324322,2019-05-09T20:16:26.440Z,"17km SSE of East Carbon City, Utah",earthquake,1.22,0.55,0.016,2,reviewed,uu,uu
2019-05-09T03:25:00.900Z,33.7046667,-116.8286667,16.72,1.9,ml,90,21,0.07616,0.18,ci,ci38352463,2019-05-09T14:50:27.180Z,"8km SE of Valle Vista, CA",earthquake,0.13,0.27,0.207,69,reviewed,ci,ci
2019-05-09T03:24:27.960Z,38.4521667,-112.338,2.77,0.1,md,7,175,0.1113,0.11,uu,uu60324317,2019-05-10T16:38:57.320Z,"25km NNW of Junction, Utah",earthquake,0.89,31.61,0.494,3,reviewed,uu,uu
2019-05-09T03:23:53.340Z,33.7171667,-116.8221667,15.78,0.83,ml,31,61,0.08953,0.17,ci,ci38352455,2019-05-09T13:26:44.729Z,"7km ESE of Valle Vista, CA",earthquake,0.3,0.44,0.144,22,reviewed,ci,ci
2019-05-09T03:19:23.190Z,52.0741667,-176.096,-1.8,-0.66,ml,4,166,0.02876,0.25,av,av70830994,2019-05-09T17:46:11.900Z,"44km ENE of Adak, Alaska",earthquake,0.6,1.13,0.205,4,reviewed,av,av
2019-05-09T03:06:02.060Z,32.7498333,-117.3953333,13.63,1.61,ml,36,230,0.1294,0.13,ci,ci38352447,2019-05-09T15:36:09.760Z,"16km SW of La Jolla, CA",earthquake,0.31,0.52,0.119,35,reviewed,ci,ci
2019-05-09T03:05:00.256Z,66.2852,-157.3826,0,1.3,ml,,,,1.01,ak,ak0195xe5547,2019-05-09T03:10:28.978Z,"72km SSW of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-09T02:56:44.625Z,64.0772,-148.1458,9.8,1.2,ml,,,,0.53,ak,ak0195xduqgd,2019-05-09T03:02:06.953Z,"47km ENE of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-09T02:50:11.245Z,66.2977,-157.2487,8.9,1.4,ml,,,,0.79,ak,ak0195xdtdhi,2019-05-09T02:53:44.727Z,"69km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-09T02:47:32.192Z,63.2428,-150.7414,120.8,1.2,ml,,,,0.48,ak,ak0195xdsr7r,2019-05-09T16:25:44.316Z,"91km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-05-09T02:47:04.269Z,16.1522,-94.3698,76.45,4.1,mb,,168,2.149,0.97,us,us70003ip4,2019-05-09T03:03:55.040Z,"25km SW of Chahuite, Mexico",earthquake,10.5,19.1,0.107,24,reviewed,us,us
2019-05-09T02:43:01.580Z,33.5175,-116.7961667,4.1,0.32,ml,24,40,0.006196,0.12,ci,ci38352423,2019-05-09T15:22:00.260Z,"10km NE of Aguanga, CA",earthquake,0.16,0.3,0.15,5,reviewed,ci,ci
2019-05-09T02:28:54.720Z,38.8096657,-122.8144989,2.47,0.55,md,10,129,0.0115,0.04,nc,nc73179055,2019-05-09T02:30:29.325Z,"6km NW of The Geysers, CA",earthquake,0.45,1.17,,1,automatic,nc,nc
2019-05-09T02:25:18.030Z,36.0521667,-117.6601667,1.49,1.38,ml,31,54,0.08932,0.14,ci,ci38352415,2019-05-09T16:12:03.431Z,"26km ENE of Little Lake, CA",earthquake,0.13,0.2,0.172,18,reviewed,ci,ci
2019-05-09T02:17:34.060Z,18.3868,-66.886,26,1.65,md,8,234,0.138,0.48,pr,pr2019129000,2019-05-09T04:22:13.706Z,"5km S of Piedra Gorda, Puerto Rico",earthquake,2.28,2.63,0.23,8,reviewed,pr,pr
2019-05-09T02:16:15.790Z,37.658,-118.9006667,1.77,0.08,md,10,186,0.005109,0.04,nc,nc73179050,2019-05-09T15:59:56.362Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.65,31.61,0.248,9,reviewed,nc,nc
2019-05-09T02:14:07.640Z,38.8028333,-122.7778333,1.63,1.57,md,39,50,0.01065,0.07,nc,nc73179045,2019-05-10T14:13:02.858Z,"3km NNW of The Geysers, CA",earthquake,0.17,0.3,0.049,7,reviewed,nc,nc
2019-05-09T02:11:15.217Z,69.3668,-144.9255,30.2,1.4,ml,,,,0.87,ak,ak0195xdl0yp,2019-05-09T02:14:57.892Z,"99km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-09T02:07:01.210Z,37.6751667,-118.9126667,0.96,0.3,md,16,158,0.005501,0.09,nc,nc73179040,2019-05-09T17:03:03.631Z,"7km NE of Mammoth Lakes, CA",earthquake,0.37,0.54,0.285,15,reviewed,nc,nc
2019-05-09T02:00:10.632Z,69.5195,-144.2973,1.7,1.3,ml,,,,1.32,ak,ak0195xdinq4,2019-05-09T02:08:16.369Z,"73km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-09T01:49:23.070Z,38.8134995,-122.8138351,2.65,0.55,md,9,111,0.01031,0.01,nc,nc73179035,2019-05-09T02:13:02.493Z,"6km NW of The Geysers, CA",earthquake,0.65,1.3,,1,automatic,nc,nc
2019-05-09T01:46:18.221Z,66.2673,-157.429,6.9,1.2,ml,,,,1.58,ak,ak0195xd73ni,2019-05-09T01:49:42.395Z,"75km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-09T01:37:28.162Z,62.6496,-150.2397,68.9,1.6,ml,,,,0.61,ak,ak0195xd56yr,2019-05-09T01:42:30.670Z,"36km N of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-09T01:35:23.220Z,32.9328333,-116.2265,11.22,1.23,ml,49,62,0.1697,0.21,ci,ci38352391,2019-05-09T14:31:12.654Z,"25km SSW of Ocotillo Wells, CA",earthquake,0.23,0.51,0.16,20,reviewed,ci,ci
2019-05-09T01:30:42.844Z,59.4349,-152.965,78,1.4,ml,,,,0.77,ak,ak0195xd3q3w,2019-05-09T01:35:08.752Z,"74km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-09T01:26:13.892Z,38.6364,-118.5351,7.3,1.2,ml,11,98.81,0.013,0.2267,nn,nn00684364,2019-05-09T02:54:08.171Z,"14km NNE of Hawthorne, Nevada",earthquake,,1.1,0.2,9,reviewed,nn,nn
2019-05-09T01:12:27.600Z,38.8191681,-122.7913361,1.32,1.08,md,16,54,0.0102,0.03,nc,nc73179025,2019-05-09T01:33:06.275Z,"6km NNW of The Geysers, CA",earthquake,0.23,0.42,0.06,4,automatic,nc,nc
2019-05-09T01:08:48.700Z,38.8224983,-122.8118362,2.37,0.89,md,15,65,0.001642,0.04,nc,nc73179020,2019-05-09T02:04:03.442Z,"7km NW of The Geysers, CA",earthquake,0.3,0.69,0.01,2,automatic,nc,nc
2019-05-09T01:06:07.117Z,38.6373,-118.5386,8.5,0.5,ml,7,126.14,0.016,0.126,nn,nn00684368,2019-05-09T02:51:02.278Z,"14km NNE of Hawthorne, Nevada",earthquake,,1.2,0.27,5,reviewed,nn,nn
2019-05-09T01:01:41.096Z,38.6363,-118.5436,8.4,1.5,ml,13,56.96,0.019,0.1685,nn,nn00684363,2019-05-09T02:47:57.364Z,"14km NNE of Hawthorne, Nevada",earthquake,,0.9,0.22,10,reviewed,nn,nn
2019-05-09T00:59:29.116Z,69.6532,-144.575,7.9,1.4,ml,,,,1.32,ak,ak0195xcoh73,2019-05-09T01:06:32.942Z,"64km SW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-09T00:49:17.030Z,46.8883333,-112.5251667,13.59,1.52,ml,14,108,0.112,0.13,mb,mb80343164,2019-05-09T03:21:45.880Z,"14km ESE of Lincoln, Montana",earthquake,0.44,0.6,0.43,3,reviewed,mb,mb
2019-05-09T00:46:05.014Z,60.1134,-150.7427,50,1.3,ml,,,,0.17,ak,ak0195xcln11,2019-05-09T16:22:33.199Z,"42km SE of Cohoe, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-05-09T00:46:03.010Z,61.4806,-149.9414,40.1,0.9,ml,,,,0.4,ak,ak0195xclitz,2019-05-09T16:22:32.591Z,"4km S of Big Lake, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-05-09T00:40:02.210Z,37.6395,-119.4291667,25.03,1.66,md,20,139,0.2778,0.03,nc,nc73179010,2019-05-09T05:09:04.536Z,"17km SE of Yosemite Valley, CA",earthquake,0.56,1.64,0.234,19,reviewed,nc,nc
2019-05-09T00:30:41.190Z,33.517,-116.5513333,12.65,0.48,ml,21,53,0.04382,0.2,ci,ci38352351,2019-05-09T13:27:37.639Z,"12km ESE of Anza, CA",earthquake,0.31,0.48,0.233,11,reviewed,ci,ci
2019-05-09T00:29:22.220Z,33.5055,-116.5471667,13.49,0.96,ml,48,75,0.04723,0.14,ci,ci38352343,2019-05-09T14:17:35.718Z,"13km ESE of Anza, CA",earthquake,0.15,0.25,0.095,21,reviewed,ci,ci
2019-05-09T00:29:05.760Z,33.514,-116.5463333,13.39,0.37,ml,23,101,0.04524,0.12,ci,ci37418677,2019-05-09T14:23:03.071Z,"13km ESE of Anza, CA",earthquake,0.24,0.38,0.173,8,reviewed,ci,ci
2019-05-09T00:13:05.880Z,44.5425,-115.0365,9.09,2.67,ml,12,74,0.732,0.19,mb,mb80343154,2019-05-09T03:15:37.600Z,"64km W of Challis, Idaho",earthquake,0.52,0.96,0.144,14,reviewed,mb,mb
2019-05-09T00:12:12.811Z,61.5138,-149.9539,38.1,1.4,ml,,,,0.66,ak,ak0195xceda9,2019-05-09T00:15:53.469Z,"0km S of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-09T00:10:57.380Z,33.4856667,-116.7945,3.55,0.88,ml,37,38,0.02708,0.15,ci,ci38352319,2019-05-09T00:24:07.850Z,"8km NE of Aguanga, CA",earthquake,0.15,0.43,0.064,19,reviewed,ci,ci
2019-05-09T00:09:47.910Z,46.8628333333333,-122.021,12.71,0.44,ml,5,186,,0.1,uw,uw61521932,2019-05-09T17:46:09.440Z,"18km E of Eatonville, Washington",earthquake,1.18,0.91,0.0165945695398736,3,reviewed,uw,uw
2019-05-08T23:55:50.210Z,44.7028333,-110.4158333,6.58,1.3,ml,8,134,0.06905,0.17,uu,uu60324307,2019-05-10T20:28:51.490Z,"42km NE of Old Faithful Geyser, Wyoming",earthquake,0.85,1.53,0.285,2,reviewed,uu,uu
2019-05-08T23:45:45.310Z,36.1043333,-117.7075,1.2,0.63,ml,12,102,0.09179,0.08,ci,ci38352295,2019-05-09T00:12:49.976Z,"23km ENE of Coso Junction, CA",earthquake,0.18,0.35,0.137,5,reviewed,ci,ci
2019-05-08T23:45:07.703Z,60.1115,-149.1191,15.1,1.6,ml,,,,0.36,ak,ak0195w2r22m,2019-05-14T01:50:38.975Z,"16km ESE of Bear Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T23:44:10.130Z,45.8398333,-111.285,5.93,0.69,ml,5,213,0.314,0.11,mb,mb80343194,2019-05-09T14:35:10.990Z,"4km ESE of Manhattan, Montana",earthquake,1.03,7.97,,0,reviewed,mb,mb
2019-05-08T23:37:52.927Z,59.0873,-152.4005,76.9,1.6,ml,,,,0.33,ak,ak0195w2pfn0,2019-05-14T01:50:38.196Z,"78km SW of Homer, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T23:27:15.583Z,61.8078,-151.2416,76.8,1.3,ml,,,,0.21,ak,ak0195w2n7pa,2019-05-14T01:50:37.567Z,"63km W of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T23:23:50.754Z,61.2747,-149.9694,42.7,2.3,ml,,,,0.43,ak,ak0195w2mffw,2019-05-14T01:50:36.727Z,"2km W of Anchorage, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T23:15:32.036Z,61.3959,-150.027,32.4,1.5,ml,,,,0.71,ak,ak0195w2ko9x,2019-05-14T01:50:35.977Z,"14km SSW of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T23:14:30.955Z,66.322,-157.3223,2.5,1,ml,,,,0.69,ak,ak0195w2kgjh,2019-05-14T01:50:35.264Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T23:07:53.349Z,61.7766,-149.6933,54.2,1.9,ml,,,,0.37,ak,ak0195w2j08l,2019-05-14T01:50:34.465Z,"17km NNW of Meadow Lakes, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:53:36.366Z,66.3027,-157.3306,1.2,1.6,ml,,,,0.72,ak,ak0195w27ead,2019-05-14T01:50:33.110Z,"70km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:53:20.011Z,64.7361,-148.8008,20.9,0.4,ml,,,,0.52,ak,ak0195w27cxi,2019-05-14T01:50:33.822Z,"23km NE of North Nenana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:49:04.842Z,66.3457,-157.3214,5.3,0.8,ml,,,,0.63,ak,ak0195w26gxu,2019-05-14T01:50:32.486Z,"65km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T22:44:29.028Z,66.3241,-157.2761,5.1,2,ml,,,,0.49,ak,ak0195w25g8h,2019-05-14T01:50:31.739Z,"67km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:43:13.980Z,46.8988333,-112.5238333,12.96,1.23,ml,11,119,0.107,0.1,mb,mb80343149,2019-05-09T14:16:37.560Z,"13km ESE of Lincoln, Montana",earthquake,0.34,0.6,0.053,2,reviewed,mb,mb
2019-05-08T22:41:15.434Z,60.2685,-140.6306,10.2,1.7,ml,,,,0.65,ak,ak0195w24s1l,2019-05-14T01:50:31.063Z,"94km NNW of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:39:35.870Z,37.5616667,-118.8428333,4.85,0.16,md,7,292,0.03034,0.02,nc,nc73178995,2019-05-09T00:53:03.057Z,"14km W of Toms Place, CA",earthquake,1.08,1.74,0.119,7,reviewed,nc,nc
2019-05-08T22:39:11.223Z,61.3175,-147.6557,18.1,1.5,ml,,,,0.45,ak,ak0195w24c9l,2019-05-14T01:50:30.368Z,"73km WNW of Valdez, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T22:32:17.760Z,18.0691,-66.849,19,1.78,md,5,122,0.0987,0.3,pr,pr2019128013,2019-05-09T01:15:49.249Z,"3km N of Yauco, Puerto Rico",earthquake,1.14,2.7,0.1,4,reviewed,pr,pr
2019-05-08T22:27:06.273Z,60.8601,-150.5412,10,1.3,ml,,,,0.78,ak,ak0195w21rbe,2019-05-14T01:50:29.658Z,"37km NNE of Sterling, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-08T22:24:20.127Z,58.6376,-143.2507,2,2.7,ml,,,,0.67,ak,ak0195w2156d,2019-05-14T01:50:28.220Z,"165km SSW of Cape Yakataga, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-05-08T22:24:11.959Z,60.4539,-148.4386,5.6,1.4,ml,,,,0.76,ak,ak0195w214n5,2019-05-14T01:50:29.009Z,"38km SSE of Whittier, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T22:21:00.320Z,51.808,-178.8078333,6.9,-0.07,ml,5,140,0.01129,0.12,av,av61993926,2019-05-08T23:46:21.050Z,"46km W of Tanaga Volcano, Alaska",earthquake,0.7,0.77,0.142,5,reviewed,av,av
2019-05-08T22:14:07.600Z,38.8190002,-122.8028336,3.07,0.81,md,16,57,0.007159,0.02,nc,nc73178990,2019-05-08T22:53:02.367Z,"6km NW of The Geysers, CA",earthquake,0.29,0.69,0.06,4,automatic,nc,nc
2019-05-08T22:08:38.740Z,38.8180008,-122.8026657,2.93,1.09,md,24,51,0.007906,0.03,nc,nc73178985,2019-05-08T22:32:04.339Z,"6km NW of The Geysers, CA",earthquake,0.26,0.48,0.22,5,automatic,nc,nc
2019-05-08T22:07:20.370Z,33.5101667,-116.5176667,11.37,0.61,ml,20,114,0.0485,0.08,ci,ci38352151,2019-05-09T00:00:44.583Z,"15km ESE of Anza, CA",earthquake,0.22,0.38,0.111,7,reviewed,ci,ci
2019-05-08T22:07:06.990Z,38.8216667,-122.8566666,1.76,0.58,md,8,120,0.005872,0.04,nc,nc73178980,2019-05-08T22:22:03.176Z,"10km WNW of The Geysers, CA",earthquake,0.43,1.01,,1,automatic,nc,nc
2019-05-08T21:59:33.980Z,64.6803,-147.3167,0.1,1.2,ml,,,,0.3,ak,ak0195w1n8rv,2019-05-14T01:50:26.774Z,"8km S of North Pole, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-08T21:59:21.170Z,64.6865,-147.2799,12.6,1,ml,,,,0.24,ak,ak0195w1n7sc,2019-05-14T01:50:27.481Z,"7km SSE of North Pole, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T21:58:35.541Z,63.0832,-151.5065,10.4,0.9,ml,,,,0.38,ak,ak0195w1n16b,2019-05-14T01:50:26.068Z,"110km NW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T21:49:32.310Z,46.6613333,-112.3173333,9.08,-0.57,md,6,133,0.087,0.04,mb,mb80343144,2019-05-08T22:09:20.600Z,"17km WNW of Helena West Side, Montana",earthquake,0.31,0.85,0.17,2,reviewed,mb,mb
2019-05-08T21:47:48.800Z,33.6288333,-116.6931667,11.26,0.28,ml,12,78,0.0431,0.03,ci,ci38352103,2019-05-08T22:11:57.594Z,"8km NNW of Anza, CA",earthquake,0.16,0.28,0.096,6,reviewed,ci,ci
2019-05-08T21:47:25.570Z,33.2218333,-116.7386667,12.14,0.65,ml,24,57,0.02197,0.13,ci,ci38352095,2019-05-08T22:08:35.464Z,"3km SE of Lake Henshaw, CA",earthquake,0.22,0.42,0.112,7,reviewed,ci,ci
2019-05-08T21:36:23.980Z,39.4053333,-110.3066667,-2.45,1.65,md,7,183,0.02356,0.06,uu,uu60324297,2019-05-09T17:13:12.470Z,"18km SSE of East Carbon City, Utah",earthquake,0.4,0.83,0.094,5,reviewed,uu,uu
2019-05-08T21:29:37.050Z,32.6576667,-118.1076667,27.04,2.89,ml,45,210,0.4104,0.24,ci,ci38352055,2019-05-14T15:08:53.376Z,"29km SE of San Clemente Is. (SE tip), CA",earthquake,0.62,0.42,0.148,23,reviewed,ci,ci
2019-05-08T21:12:43.020Z,44.8348333,-111.483,15.16,0.89,ml,12,103,0.038,0.19,mb,mb80343139,2019-05-08T22:20:52.920Z,"35km WNW of West Yellowstone, Montana",earthquake,0.78,0.87,0.275,5,reviewed,mb,mb
2019-05-08T21:09:29.600Z,38.8074989,-122.8273315,1.98,0.56,md,7,155,0.001988,0.03,nc,nc73178965,2019-05-08T21:33:03.876Z,"7km WNW of The Geysers, CA",earthquake,0.62,1.72,,1,automatic,nc,nc
2019-05-08T21:08:45.180Z,38.8230019,-122.8071671,2.77,0.55,md,10,125,0.002304,0.03,nc,nc73178960,2019-05-08T23:29:02.568Z,"7km NW of The Geysers, CA",earthquake,0.46,0.94,,1,automatic,nc,nc
2019-05-08T21:00:34.590Z,44.8231667,-111.4741667,16.13,0.38,ml,8,116,0.032,0.1,mb,mb80343134,2019-05-08T22:24:53.570Z,"34km WNW of West Yellowstone, Montana",earthquake,0.88,0.68,0.178,4,reviewed,mb,mb
2019-05-08T20:45:44.860Z,33.4895,-116.8058333,-1.18,0.19,ml,19,110,0.02327,0.17,ci,ci38351967,2019-05-08T21:05:35.493Z,"8km NE of Aguanga, CA",earthquake,0.35,1.75,0.103,9,reviewed,ci,ci
2019-05-08T20:38:45.160Z,33.863,-117.4973333,0.59,1.25,ml,29,67,0.1149,0.16,ci,ci38351943,2019-05-08T21:01:29.475Z,"3km SE of Home Gardens, CA",quarry blast,0.28,31.61,0.116,18,reviewed,ci,ci
2019-05-08T20:36:37.680Z,38.8226662,-122.8103333,2.08,1.08,md,23,47,0.0007554,0.05,nc,nc73178950,2019-05-08T23:04:02.422Z,"7km NW of The Geysers, CA",earthquake,0.2,0.4,0.07,4,automatic,nc,nc
2019-05-08T20:28:28.732Z,65.7671,-139.8257,19.5,1,ml,,,,0.37,ak,ak0195w0v5ll,2019-05-14T01:50:25.339Z,"125km NNE of Eagle Village, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T20:16:12.940Z,58.1758333,-155.38,2.01,-0.36,ml,4,243,0.04393,0.02,av,av70830939,2019-05-08T23:09:33.220Z,"94km SE of King Salmon, Alaska",earthquake,0.98,0.37,0.141,4,reviewed,av,av
2019-05-08T20:14:08.230Z,44.8,-122.6475,-0.26,1.88,ml,7,93,,0.26,uw,uw61521857,2019-05-09T18:03:53.730Z,"3km NW of Lyons, Oregon",explosion,0.58,31.61,0.0704921397057678,3,reviewed,uw,uw
2019-05-08T20:11:37.337Z,64.9821,-147.3264,0,1.1,ml,,,,0.35,ak,ak0195w0rj2a,2019-05-14T01:50:24.543Z,"22km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2019-05-08T20:11:31.310Z,33.9765,-116.9616667,17.68,1.1,ml,34,106,0.1406,0.12,ci,ci38351879,2019-05-08T20:39:55.366Z,"5km NNE of Beaumont, CA",earthquake,0.18,0.53,0.119,15,reviewed,ci,ci
2019-05-08T20:01:53.470Z,35.8163333,-121.3725,6.8,1.07,md,7,192,0.07953,0.02,nc,nc73178930,2019-05-09T01:27:05.242Z,"25km NW of San Simeon, CA",earthquake,0.76,0.87,0.112,5,reviewed,nc,nc
2019-05-08T19:59:19.100Z,61.0603,-149.7906,38.5,1.9,ml,,,,0.38,ak,ak0195w0gce2,2019-05-14T01:50:23.402Z,"18km SSE of Anchorage, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T19:56:36.853Z,60.308,-151.2304,16.1,1.2,ml,,,,0.62,ak,ak0195w0fqld,2019-05-14T01:50:22.770Z,"7km SSE of Cohoe, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-05-08T19:56:28.974Z,63.2392,-150.3037,103.2,1.4,ml,,,,0.35,ak,ak0195w0fq5h,2019-05-14T01:50:22.021Z,"69km WSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T19:49:51.186Z,66.3211,-157.1737,3.8,1.2,ml,,,,0.48,ak,ak0195w0e9qv,2019-05-14T01:50:21.085Z,"66km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-08T19:48:31.290Z,52.07,-176.1296667,-1.8,-0.14,ml,4,175,0.01854,0.19,av,av70830934,2019-05-08T22:54:06.010Z,"42km ENE of Adak, Alaska",earthquake,0.56,2.12,0.219,3,reviewed,av,av
2019-05-08T19:48:26.970Z,52.0671667,-176.1373333,0.12,-0.5,ml,4,162,0.0137,0.15,av,av70830929,2019-05-08T22:52:23.740Z,"41km ENE of Adak, Alaska",earthquake,0.6,0.27,0.264,3,reviewed,av,av
2019-05-08T19:41:44.655Z,66.2734,-157.2148,4.2,1,ml,,,,0.3,ak,ak0195w0cjk4,2019-05-14T01:50:20.336Z,"72km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T19:36:52.830Z,38.8368333,-122.7861667,2.12,0.27,md,8,110,0.003622,0.01,nc,nc73178920,2019-05-09T01:18:23.424Z,"6km WNW of Cobb, CA",earthquake,0.67,1.4,,1,reviewed,nc,nc
2019-05-08T19:35:54.100Z,33.8418333,-117.4886667,-0.49,1.16,ml,40,62,0.1105,0.2,ci,ci38351791,2019-05-08T20:15:11.038Z,"5km SE of Home Gardens, CA",quarry blast,0.3,31.61,0.159,20,reviewed,ci,ci
2019-05-08T19:35:39.250Z,59.6949,-153.486,120.9,2.1,ml,,,,0.41,ak,ak0195w0b91l,2019-05-14T01:50:19.468Z,"80km E of Old Iliamna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T19:28:19.124Z,64.7077,-147.1991,11.7,0.9,ml,,,,0.54,ak,ak0195w09p7b,2019-05-14T01:50:18.763Z,"8km NW of Eielson Air Force Base, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T19:28:06.966Z,53.5562,-164.7134,18.9,3.4,ml,,,,0.47,ak,ak0195w09oh6,2019-05-14T01:50:18.120Z,"94km SE of Akutan, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-05-08T19:16:10.610Z,38.1095,-122.1735,-0.06,1.19,md,7,137,0.02331,0.11,nc,nc73178910,2019-05-09T00:58:49.398Z,"6km E of Vallejo, CA",quarry blast,0.7,31.61,0.22,7,reviewed,nc,nc
2019-05-08T19:12:00.908Z,69.3007,-144.3759,7,0.9,ml,,,,0.28,ak,ak0195w068f3,2019-05-14T01:50:17.465Z,"97km SSW of Kaktovik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-05-08T19:10:26.260Z,32.6013333,-117.0033333,-0.43,1.51,ml,19,208,0.06206,0.23,ci,ci38351767,2019-05-08T19:32:35.730Z,"5km SE of Chula Vista, CA",quarry blast,1.32,31.61,0.15,10,reviewed,ci,ci
2019-05-08T19:09:05.280Z,37.5235,-118.8708333,5.08,0.62,md,10,214,0.07423,0.05,nc,nc73178905,2019-05-08T20:41:03.598Z,"16km SE of Mammoth Lakes, CA",earthquake,0.88,1.04,0.163,10,reviewed,nc,nc
2019-05-08T19:02:49.740Z,34.8546667,-118.788,-1.09,1.15,ml,13,109,0.07847,0.17,ci,ci38351759,2019-05-08T19:30:48.342Z,"7km ENE of Lebec, CA",quarry blast,0.54,31.61,0.063,6,reviewed,ci,ci
2019-05-08T18:51:23.553Z,61.7024,-151.2886,71.3,1.4,ml,,,,0.52,ak,ak0195vzt7dw,2019-05-14T01:50:16.692Z,"66km W of Willow, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T18:47:31.495Z,60.1151,-153.1279,121.6,1.6,ml,,,,0.56,ak,ak0195vzsd7n,2019-05-14T01:50:15.918Z,"46km SSW of Redoubt Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T18:43:04.310Z,37.5285,-118.869,7.16,0.75,md,17,173,0.06912,0.08,nc,nc73178900,2019-05-08T20:30:03.534Z,"16km SE of Mammoth Lakes, CA",earthquake,0.6,31.61,0.148,14,reviewed,nc,nc
2019-05-08T18:39:00.524Z,60.5565,-149.5503,32.8,1.7,ml,,,,0.54,ak,ak0195vzqhxn,2019-05-14T01:50:14.920Z,"44km N of Bear Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T18:31:59.857Z,61.1699,-151.7686,81.9,1.9,ml,,,,0.44,ak,ak0195vzozwi,2019-05-14T01:50:13.966Z,"59km NNW of Nikiski, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T18:31:10.450Z,38.8219986,-122.8123322,3.02,0.93,md,26,47,0.002249,0.04,nc,nc73178890,2019-05-08T18:56:02.996Z,"7km NW of The Geysers, CA",earthquake,0.22,0.43,0.09,5,automatic,nc,nc
2019-05-08T18:26:50.653Z,66.2754,-157.1576,4.1,1.2,ml,,,,0.37,ak,ak0195vznwm5,2019-05-14T01:50:13.326Z,"71km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
